,id,installed,latitude,locked,longitude,name,bikes_count,docks_count,nbEmptyDocks,temporary,terminal_name,install_date,removal_date
510,558,True,51.493978,false,-0.127554,"Page Street, Westminster",11,24,13,False,200048,2014-05-09,
511,333,True,51.50860544,false,-0.193764092,"Palace Gardens Terrace, Notting Hill",8,37,29,False,2633,2010-07-26,
512,404,True,51.50204238,false,-0.184400221,"Palace Gate, Kensington Gardens",2,13,9,False,1110,2011-03-09,
513,322,True,51.526293,false,-0.073955,"Palissy Street, Shoreditch",23,26,3,False,3502,2010-07-23,
514,233,True,51.50777049,false,-0.130699733,"Pall Mall East, West End",14,22,8,False,1153,2010-07-20,
515,34,True,51.5341235,false,-0.129386874,"Pancras Road, King's Cross",14,16,2,False,3428,2010-07-07,
516,83,True,51.50963938,false,-0.131510949,"Panton Street, West End",2,21,19,False,3452,2010-07-13,
517,111,True,51.5100172,false,-0.157275636,"Park Lane , Hyde Park",5,28,23,False,1037,2010-07-14,
518,733,True,51.50542628,false,-0.150817316,"Park Lane, Mayfair",4,18,14,False,300093,2013-11-26,
519,114,True,51.52451738,false,-0.158963647,"Park Road (Baker Street), The Regent's Park",19,22,2,False,1050,2010-07-14,
520,10,True,51.50597426,false,-0.092754157,"Park Street, Bankside",5,18,13,False,1024,2010-07-04,
521,456,True,51.538071,false,-0.144664,"Parkway, Camden Town",28,33,5,False,200118,2012-01-10,
522,596,True,51.472817,false,-0.199783,"Parson's Green , Parson's Green",12,21,9,False,200237,,
523,671,True,51.475089,false,-0.201968,"Parsons Green Station, Parsons Green",15,56,41,False,300052,2013-10-31,
524,337,True,51.51108452,false,-0.197524944,"Pembridge Villas, Notting Hill",12,16,4,False,2589,2010-07-26,
525,402,True,51.52289229,false,-0.171681991,"Penfold Street, Marylebone",7,15,8,False,10625,2011-03-08,
526,490,True,51.508622,false,-0.065006,"Pennington Street, Wapping",24,45,20,False,200090,,
527,37,True,51.49159394,false,-0.192369256,"Penywern Road, Earl's Court",11,17,6,False,3444,2010-07-07,
528,544,True,51.526153,false,-0.102208,"Percival Street, Finsbury",12,22,10,False,200051,,
529,648,True,51.46904022,false,-0.19627483,"Peterborough Road, Sands End",9,30,21,False,200171,2013-10-21,
530,662,True,51.48498496,false,-0.167919869,"Phene Street, Chelsea",4,24,19,False,200189,2013-10-27,
531,2,True,51.49960695,false,-0.197574246,"Phillimore Gardens, Kensington",6,37,28,False,1018,2010-07-08,
532,443,True,51.515256,false,-0.058641,"Philpot Street, Whitechapel",22,30,8,False,200033,2012-01-07,
533,41,True,51.520955,false,-0.083493552,"Pindar Street, Liverpool Street",0,24,24,False,1084,2010-07-08,
534,569,True,51.53213,false,-0.08299,"Pitfield Street Central, Hoxton",24,30,6,False,200248,,
535,465,True,51.53558,false,-0.08249,"Pitfield Street North,Hoxton",23,28,5,False,200152,2012-04-05,
536,734,True,51.46230566,false,-0.175407201,"Plough Terrace, Clapham Junction",6,31,23,False,300094,2013-11-26,
537,789,True,51.538718,false,-0.011889482,"Podium, Queen Elizabeth Olympic Park",25,40,13,False,300021,2016-01-11,
538,143,True,51.4968865,false,-0.161203828,"Pont Street, Knightsbridge",11,24,13,False,1114,2010-07-15,
539,169,True,51.5147461,false,-0.1651640000000043,"Porchester Place, Paddington",6,18,12,False,3477,2010-07-16,
540,184,True,51.52071513,false,-0.14521173,"Portland Place, Marylebone",0,34,34,False,1164,2010-07-17,
541,514,True,51.516204,false,-0.155525,"Portman Square, Marylebone",1,17,15,False,200008,2012-02-02,
542,147,True,51.51494305,false,-0.11614642,"Portugal Street, Holborn",0,16,16,False,3456,2010-07-15,
543,479,True,51.527152,false,-0.058005,"Pott Street, Bethnal Green",16,20,4,False,200156,2012-01-19,
544,230,True,51.50669284,false,-0.103137426,"Poured Lines, Bankside",10,31,21,False,1144,2010-07-20,
545,563,True,51.499286,false,-0.009152,"Preston's Road, Cubitt Town",11,26,15,False,200232,,
546,329,True,51.53589283,false,-0.160854428,"Prince Albert Road, The Regent's Park",17,24,7,False,2636,2010-07-26,
547,373,True,51.49980661,false,-0.176415994,"Prince Consort Road, Knightsbridge",0,18,17,False,3499,2011-01-19,
548,756,True,51.47515398,false,-0.159169801,"Prince of Wales Drive, Battersea Park",21,21,0,False,300073,2014-01-20,
549,611,True,51.50646524,false,-0.208486599,"Princedale Road , Holland Park",17,20,1,False,200067,2013-09-26,
550,261,True,51.5134891,false,-0.191351186,"Princes Square, Bayswater",14,16,2,False,3491,2010-07-21,
551,512,True,51.532091,false,-0.06142,"Pritchard's Road, Bethnal Green",26,30,4,False,200083,2012-02-01,
552,728,True,51.46199911,false,-0.206240805,"Putney Bridge Road, East Putney",14,29,15,False,300044,2013-11-26,
553,607,True,51.468814,false,-0.210279,"Putney Bridge Station, Fulham",21,21,0,False,200125,,
554,302,True,51.466907,false,-0.216573,"Putney Pier, Wandsworth",10,28,18,False,3492,2010-07-22,
555,694,True,51.46071722,false,-0.216526155,"Putney Rail Station, Putney",13,20,7,False,300033,2013-11-09,
556,491,True,51.522507,false,-0.041378,"Queen Mary's, Mile End",29,45,14,False,200249,2012-01-22,
557,320,True,51.49357351,false,-0.139956043,"Queen Mother Sports Centre, Victoria",14,26,12,False,1148,2010-07-23,
558,101,True,51.51155322,false,-0.0929401,"Queen Street 1, Bank",0,22,20,False,999,2010-07-14,
559,579,True,51.511246,false,-0.093051,"Queen Street 2, Bank",0,36,35,False,200128,,
560,136,True,51.51196176,false,-0.097441687,"Queen Victoria Street, St. Paul's",5,32,27,False,1048,2010-07-15,
561,625,True,51.47761941,false,-0.149551631,"Queen's Circus, Battersea Park",13,28,14,False,200190,2013-10-08,
562,231,True,51.49396755,false,-0.17873226,"Queen's Gate (Central), South Kensington",23,31,8,False,1089,2010-07-20,
563,266,True,51.50102668,false,-0.180246101,"Queen's Gate (North), Kensington",0,41,40,False,1204,2010-07-21,
564,187,True,51.49247977,false,-0.178433004,"Queen's Gate (South), South Kensington",6,25,19,False,1172,2010-07-17,
565,350,True,51.5017154373867,false,-0.1798541843891,"Queen's Gate, Kensington Gardens",18,21,1,False,1231,2010-09-29,
566,536,True,51.53385,false,-0.06992,"Queensbridge Road, Haggerston",23,35,12,False,200024,,
567,736,True,51.50659035,false,-0.216104479,"Queensdale Road, Shepherd's Bush",23,28,5,False,300088,2013-11-26,
568,224,True,51.51031,false,-0.18740235,"Queensway, Kensington Gardens",4,17,12,False,1150,2010-07-20,
569,644,True,51.48373225,false,-0.223852256,"Rainville Road, Hammersmith",17,36,19,False,200182,2013-10-20,
570,766,True,51.45752945,false,-0.192165613,"Ram Street, Wandsworth",22,25,3,False,200079,2014-02-20,
571,190,True,51.48997562,false,-0.132845681,"Rampayne Street, Pimlico",20,21,1,False,1106,2010-07-17,
572,765,True,51.46760141,false,-0.20682737,"Ranelagh Gardens, Fulham",7,39,32,False,300064,2014-02-21,
573,306,True,51.51816295,false,-0.135025698,"Rathbone Street, Fitzrovia",3,16,13,False,3497,2010-07-22,
574,668,True,51.49422354,false,-0.236769936,"Ravenscourt Park Station, Hammersmith",17,26,8,False,300037,2013-10-30,
575,488,True,51.506946,false,-0.058681,"Reardon Street, Wapping",14,22,8,False,22176,2012-01-22,
576,561,True,51.518369,false,-0.043371,"Rectory Square, Stepney",20,22,1,False,200037,2012-02-29,
577,23,True,51.51943538,false,-0.119123345,"Red Lion Square, Holborn",0,16,16,False,3421,2010-07-06,
578,436,True,51.51824,false,-0.11655,"Red Lion Street, Holborn",1,36,35,False,22171,2011-12-08,
579,267,True,51.49206037,false,-0.132224622,"Regency Street, Westminster",18,22,4,False,1155,2010-07-21,
580,553,True,51.535678,false,-0.062546,"Regent's Row , Haggerston",22,24,1,False,200064,,
581,647,True,51.50035306,false,-0.217515071,"Richmond Way, Shepherd's Bush",26,27,1,False,200181,2013-10-21,
582,771,True,51.509224,false,-0.216016,"Rifle Place, Avondale",15,21,6,False,300007,2014-03-05,
583,339,True,51.5333196,false,-0.1117812,"Risinghill Street, Angel",11,25,6,False,1127,2010-07-26,
584,1,True,51.52916347,false,-0.109970527,"River Street , Clerkenwell",8,19,11,False,1023,2010-07-12,
585,183,True,51.482362,false,-0.13612398,"Riverlight North, Nine Elms",5,24,19,False,1165,2010-07-17,
586,817,True,51.4813354746,false,-0.138212295869,"Riverlight South, Nine Elms",11,26,15,False,300232,2016-06-03,
587,118,True,51.49582705,false,-0.13547809,"Rochester Row, Westminster",6,13,7,False,3457,2010-07-14,
588,223,True,51.49148474,false,-0.090220911,"Rodney Road , Walworth",9,24,14,False,3481,2010-07-20,
589,52,True,51.52295439,false,-0.094934859,"Roscoe Street, St. Luke's",13,18,5,False,1026,2010-07-10,
590,411,True,51.499169,false,-0.055846029,"Rotherhithe Roundabout, Rotherhithe",19,19,0,False,10629,,
591,250,True,51.489932,false,-0.162727,"Royal Avenue 1, Chelsea",7,10,2,False,3440,2010-07-20,
592,280,True,51.490083,false,-0.162418,"Royal Avenue 2, Chelsea",5,10,5,False,3462,2010-07-21,
593,362,True,51.536264,false,-0.133952,"Royal College Street, Camden Town",50,57,7,False,2686,2010-11-18,
594,282,True,51.518675,false,-0.06111,"Royal London Hospital, Whitechapel",12,42,22,False,1077,2010-07-21,
595,515,True,51.500088,false,-0.211316,"Russell Gardens, Olympia",9,24,15,False,200080,,
596,77,True,51.52341837,false,-0.124121774,"Russell Square Station, Bloomsbury",14,26,12,False,978,2010-07-12,
597,318,True,51.51004801,false,-0.138846453,"Sackville Street, Mayfair",0,18,17,False,1197,2010-07-23,
598,78,True,51.52486887,false,-0.099489485,"Sadlers Sports Centre, Finsbury",7,17,10,False,3433,2010-07-12,
599,441,True,51.495656,false,-0.114605,"Sail Street, Vauxhall",12,24,12,False,200039,2012-01-04,
600,542,True,51.514115,false,-0.033828,"Salmon Lane, Limehouse",14,33,19,False,200147,,
601,833,True,51.460232,false,-0.11537509,"Saltoun Road, Brixton",29,42,13,False,300206,2018-02-06,
602,86,True,51.48947903,false,-0.115156562,"Sancroft Street, Vauxhall",23,24,0,False,3434,2010-07-13,
603,769,True,51.473611,false,-0.191803,"Sandilands Road, Walham Green",10,21,10,False,300001,2014-03-04,
604,767,True,51.45705988,false,-0.200806304,"Santos Road, Wandsworth",18,30,12,False,200177,2014-02-26,
605,372,True,51.515208,false,-0.117863,"Sardinia Street, Holborn",0,24,24,False,2649,2010-12-07,
606,481,True,51.487129,false,-0.0090011,"Saunders Ness Road, Cubitt Town",5,35,30,False,200022,2012-01-19,
607,13,True,51.51991453,false,-0.136039674,"Scala Street, Fitzrovia",1,21,20,False,970,2010-07-05,
608,839,True,51.508033,false,-0.10682363,"Sea Containers, South Bank",5,30,25,False,200144,2018-12-12,
609,5,True,51.49313,false,-0.156876,"Sedding Street, Sloane Square",20,27,7,False,3420,2010-07-04,
610,565,True,51.521905,false,-0.063386,"Selby Street, Whitechapel",9,17,8,False,200135,,
611,300,True,51.505014,false,-0.17306032,"Serpentine Car Park, Hyde Park",1,18,16,False,1217,2010-07-22,
612,166,True,51.50185512,false,-0.159237081,"Seville Street, Knightsbridge",15,27,11,False,1177,2010-07-16,
613,605,True,51.520331,false,-0.163667,"Seymour Place, Marylebone",27,29,1,False,200198,,
614,449,True,51.511088,false,-0.057159,"Shadwell Station, Shadwell",20,35,15,False,200020,2012-01-07,
615,632,True,51.47053858,false,-0.163041605,"Sheepcote Lane, Battersea",14,28,14,False,200176,2013-10-08,
616,667,True,51.5015946,false,-0.222293381,"Shepherd's Bush Road North, Shepherd's Bush",17,34,16,False,200209,2013-10-30,
617,698,True,51.53908372,false,-0.070329419,"Shoreditch Court, Haggerston",32,35,2,False,200121,2013-11-12,
618,39,True,51.5263778,false,-0.078130921,"Shoreditch High Street, Shoreditch",33,41,8,False,3445,2010-07-08,
619,253,True,51.53404294,false,-0.086379717,"Shoreditch Park, Hoxton",25,30,5,False,1051,2010-07-21,
620,396,True,51.51809,false,-0.163609,"Shouldham Street, Marylebone",1,16,15,False,2693,2011-03-02,
621,830,True,51.469202,false,-0.11902256,"Sidney Road, Stockwell",18,27,9,False,300229,2018-02-07,
622,640,True,51.47286577,false,-0.148059277,"Silverthorne Road, Battersea",17,28,11,False,200179,2013-10-17,
623,653,True,51.47084722,false,-0.17070367,"Simpson Street, Clapham Junction",24,25,0,False,200196,2013-10-23,
624,740,True,51.51092871,false,-0.214594781,"Sirdar Road, Avondale",12,26,14,False,300084,2013-11-28,
625,163,True,51.4931848,false,-0.167894973,"Sloane Avenue, Knightsbridge",2,27,25,False,3461,2010-07-16,
626,281,True,51.49580589,false,-0.127575233,"Smith Square, Westminster",13,18,5,False,3480,2010-07-21,
627,665,True,51.46108367,false,-0.191722864,"Smugglers Way, Wandsworth",8,22,14,False,200113,2013-10-28,
628,393,True,51.51733427,false,-0.103604248,"Snow Hill, Farringdon",0,15,15,False,2699,2011-02-24,
629,706,True,51.50215353,false,-0.083632928,"Snowsfields, London Bridge",11,31,20,False,200193,2013-11-14,
630,109,True,51.51563144,false,-0.132328837,"Soho Square , Soho",0,57,57,False,1052,2010-07-14,
631,564,True,51.509943,false,-0.117619,"Somerset House, Strand",8,41,33,False,200068,,
632,800,True,51.4811219398,false,-0.149035374873,"Sopwith Way, Battersea Park",28,30,0,False,300248,2016-03-04,
633,289,True,51.50923,false,-0.15128999999998882,"South Audley Street, Mayfair",6,15,9,False,3493,2010-07-22,
634,847,True,51.488067,false,-0.057774596,"South Bermondsey Station, Bermondsey",8,24,15,False,300062,,
635,356,True,51.494412,false,-0.173881,"South Kensington Station, South Kensington",6,15,9,False,2685,2010-10-25,
636,600,True,51.481747,false,-0.124642,"South Lambeth Road, Vauxhall",12,21,9,False,200133,,
637,430,True,51.48902,false,-0.17524,"South Parade, Chelsea",6,18,12,False,22182,2011-12-22,
638,636,True,51.46706414,false,-0.193502076,"South Park, Sands End",19,28,9,False,200180,2013-10-15,
639,494,True,51.50196,false,-0.016251,"South Quay East, Canary Wharf",11,36,25,False,200233,2012-01-24,
640,186,True,51.51733558,false,-0.175810943,"South Wharf Road, Paddington",13,16,3,False,1167,2010-07-17,
641,162,True,51.51760685,false,-0.121328408,"Southampton Place, Holborn",2,20,15,False,1123,2010-07-16,
642,388,True,51.51070161,false,-0.121723604,"Southampton Street, Strand",0,14,14,False,1228,2011-02-08,
643,467,True,51.523538,false,-0.030556,"Southern Grove, Bow",12,17,4,False,200168,2012-01-12,
644,598,True,51.494499,false,-0.228188,"Southerton Road, Hammersmith",8,38,30,False,200166,2017-07-31,
645,420,True,51.504043,false,-0.105312,"Southwark Station 1, Southwark",25,37,12,False,22162,2011-06-28,
646,421,True,51.504044,false,-0.104778,"Southwark Station 2, Southwark",15,45,29,False,22163,2011-06-28,
647,803,True,51.5054099403,false,-0.0983410884509,"Southwark Street, Bankside",10,23,13,False,300238,2016-06-01,
648,265,True,51.51595344,false,-0.169249375,"Southwick Street, Paddington",15,17,2,False,3490,2010-07-21,
649,689,True,51.45922541,false,-0.180884959,"Spanish Road, Clapham Junction",7,30,23,False,200106,2013-11-08,
650,637,True,51.45787019,false,-0.174691623,"Spencer Park, Wandsworth Common",5,25,20,False,200191,2013-10-16,
651,477,True,51.49109,false,-0.018716,"Spindrift Avenue, Millwall",10,36,21,False,200018,2012-01-19,
652,831,True,51.466232,false,-0.11317995,"St John's Crescent, Brixton",9,25,16,False,300215,2018-02-07,
653,604,True,51.538792,false,-0.138535,"St Martins Close, Camden Town",13,18,5,False,200195,,
654,290,True,51.518268,false,-0.17110323,"St Mary's Hospital, Paddington",10,20,10,False,3496,2010-07-22,
655,703,True,51.51505991,false,-0.10534448,"St. Bride Street, Holborn",1,25,24,False,200094,2013-11-13,
656,4,True,51.53005939,false,-0.120973687,"St. Chad's Street, King's Cross",10,23,12,False,1013,2010-07-04,
657,349,True,51.51196,false,-0.142783033,"St. George Street, Mayfair",1,18,17,False,1221,2010-09-15,
658,294,True,51.488226,false,-0.135635511,"St. George's Square, Pimlico",16,16,0,False,1195,2010-07-22,
659,228,True,51.50742485,false,-0.134621209,"St. James's Square, St. James's",0,40,38,False,1067,2010-07-20,
660,123,True,51.52836014,false,-0.104724625,"St. John Street, Finsbury",16,18,2,False,992,2010-07-15,
661,504,True,51.496454,false,-0.009506,"St. John's Park, Cubitt Town",6,30,24,False,200243,2012-01-30,
662,764,True,51.46239255,false,-0.16829214,"St. John's Road, Clapham Junction",17,33,16,False,200185,2014-02-17,
663,247,True,51.530529,false,-0.167515,"St. John's Wood Church, The Regent's Park",47,50,3,False,1091,2010-07-20,
664,286,True,51.5272947,false,-0.174653609,"St. John's Wood Road, St. John's Wood",33,35,1,False,1187,2010-07-21,
665,452,True,51.505697,false,-0.070542,"St. Katharine's Way, Tower",17,24,7,False,200049,2012-01-09,
666,218,True,51.48971651,false,-0.170194408,"St. Luke's Church, Chelsea",3,20,17,False,3486,2010-07-19,
667,650,True,51.51687069,false,-0.213872396,"St. Mark's Road, North Kensington",13,21,8,False,300034,2013-10-22,
668,325,True,51.50908747,false,-0.129697889,"St. Martin's Street, West End",3,18,15,False,1158,2010-07-23,
669,464,True,51.51417,false,-0.052099,"St. Mary & St. Michael Church, Stepney",19,25,6,False,200082,2012-01-11,
670,263,True,51.51422502,false,-0.080660083,"St. Mary Axe, Aldgate",6,21,15,False,1184,2010-07-21,
671,729,True,51.47893931,false,-0.208485293,"St. Peter's Terrace, Fulham",6,24,17,False,300043,2013-11-25,
672,716,True,51.51542791,false,-0.02356501,"Stainsby Road , Poplar",23,24,1,False,300048,2013-11-19,
673,197,True,51.50556905,false,-0.111606696,"Stamford Street, South Bank",4,27,23,False,962,2010-07-17,
674,380,True,51.50686435,false,-0.150666888,"Stanhope Gate, Mayfair",0,21,21,False,3506,2011-01-27,
675,690,True,51.47047503,false,-0.152130083,"Stanley Grove, Battersea",16,24,8,False,200199,2013-11-08,
676,720,True,51.48724429,false,-0.205279052,"Star Road, West Kensington",20,23,3,False,300038,2013-11-21,
677,476,True,51.489096,false,-0.009205,"Stebondale Street, Cubitt Town",12,29,17,False,200009,2012-01-19,
678,723,True,51.46822047,false,-0.190346493,"Stephendale Road, Sands End",23,48,24,False,300053,2013-11-21,
679,478,True,51.521889,false,-0.04667,"Stepney Green Station, Stepney",17,21,3,False,200012,2012-01-19,
680,714,True,51.47311696,false,-0.137235175,"Stewart's Road, Wandsworth Road",15,28,13,False,300055,2013-11-19,
681,364,True,51.519572,false,-0.13214036,"Store Street, Bloomsbury",0,32,31,False,3507,2010-11-18,
682,762,True,51.50070305,false,-0.129698963,"Storey's Gate, Westminster",8,21,11,False,200202,2014-02-10,
683,857,True,51.512582,false,-0.11505729999998948,"Strand, Strand",0,35,34,False,1100,,
684,409,True,51.493146,false,-0.099828,"Strata, Elephant & Castle",36,41,4,False,10624,,
685,790,True,51.541793,false,-0.00481,"Stratford Station, Stratford",17,28,11,False,300234,2016-01-13,
686,609,True,51.46512358,false,-0.157788279,"Sugden Road, Clapham",12,19,7,False,200208,2013-09-25,
687,172,True,51.49121192,false,-0.173715911,"Sumner Place, South Kensington",3,19,16,False,1124,2010-07-16,
688,620,True,51.47518024,false,-0.167160736,"Surrey Lane, Battersea",19,28,9,False,300010,2013-10-01,
689,511,True,51.511066,false,-0.053558,"Sutton Street, Shadwell",25,33,7,False,200256,2012-01-30,
690,295,True,51.50029631,false,-0.092762704,"Swan Street, The Borough",17,27,10,False,1216,2010-07-22,
691,148,True,51.49211134,false,-0.138364847,"Tachbrook Street, Victoria",12,16,4,False,965,,
692,773,True,51.511891,false,-0.107349,"Tallis Street, Temple",1,24,23,False,300096,2014-03-31,
693,85,True,51.50064702,false,-0.078600401,"Tanner Street, Bermondsey",13,41,28,False,994,2010-07-13,
694,810,True,51.5067252868,false,-0.0988072461627,"Tate Modern, Bankside",20,30,10,False,300237,2016-06-03,
695,89,True,51.5262503,false,-0.123509611,"Tavistock Place, Bloomsbury",17,19,2,False,3439,2010-07-13,
696,335,True,51.51196803,false,-0.120718759,"Tavistock Street, Covent Garden",10,33,23,False,1207,2010-07-26,
697,19,True,51.52505093,false,-0.131161087,"Taviton Street, Bloomsbury",5,30,24,False,1009,2010-07-06,
698,842,True,51.510981,false,-0.10832249,"Temple Gardens, Temple",3,24,21,False,300250,2020-09-23,
699,669,True,51.47614939,false,-0.1232585,"Teversham Lane, Stockwell",5,39,34,False,300036,2013-10-30,
700,519,True,51.518811,false,-0.011662,"Teviot Street, Poplar",11,33,18,False,200254,,
701,851,True,51.492221,false,-0.06251309999998966,"The Blue, Bermondsey",10,22,12,False,300059,2022-10-17,
702,120,True,51.51573534,false,-0.093080779,"The Guildhall, Guildhall",0,17,17,False,1044,2010-07-15,
703,805,True,51.520509,false,-0.20080483,"The Metropolitan, Portobello",14,18,3,False,300244,2016-07-04,
704,315,True,51.52536703,false,-0.153463612,"The Tennis Courts, The Regent's Park",4,16,12,False,1199,2010-07-23,
705,755,True,51.48512191,false,-0.174971902,"The Vale, Chelsea",4,24,20,False,300058,2014-01-06,
706,68,True,51.52059681,false,-0.116688468,"Theobald's Road , Holborn",1,26,25,False,975,2010-07-11,
707,651,True,51.48089844,false,-0.183853573,"Thorndike Close, West Chelsea",3,25,22,False,300030,2013-10-22,
708,463,True,51.534776,false,-0.071881,"Thurtle Road, Haggerston",12,22,10,False,200093,,
709,787,True,51.546805,false,-0.01469126,"Timber Lodge, Queen Elizabeth Olympic Park",13,35,22,False,300227,2016-01-04,
710,278,True,51.5034938,false,-0.07962099,"Tooley Street, Bermondsey",23,27,4,False,1142,2010-07-21,
711,75,True,51.53219984,false,-0.105480698,"Torrens Street, Angel",13,19,6,False,1060,2010-07-12,
712,130,True,51.50950627,false,-0.075459482,"Tower Gardens , Tower",3,24,21,False,1071,2010-07-15,
713,841,True,51.500845,false,-0.074704305,"Tower Wharf, Bermondsey",2,20,18,False,2667,,
714,158,True,51.49085368,false,-0.196170309,"Trebovir Road, Earl's Court",14,18,4,False,1113,2010-07-16,
715,248,True,51.50645179,false,-0.170279555,"Triangle Car Park, Hyde Park",1,27,25,False,1088,2010-07-20,
716,379,True,51.51431171,false,-0.200838199,"Turquoise Island, Notting Hill",12,21,9,False,2682,2011-01-27,
717,531,True,51.530326,false,-0.042744,"Twig Folly Bridge, Mile End",18,21,2,False,200167,2012-02-09,
718,314,True,51.50088934,false,-0.083159352,"Tyers Gate, Bermondsey",10,36,26,False,3485,2010-07-23,
719,264,True,51.52644342,false,-0.109256828,"Tysoe Street, Clerkenwell",20,20,0,False,1146,2010-07-21,
720,602,True,51.472993,false,-0.133972,"Union Grove, Wandsworth Road",27,45,16,False,200211,,
721,196,True,51.50368837,false,-0.098497684,"Union Street, The Borough",11,17,6,False,961,2010-07-17,
722,745,True,51.47816972,false,-0.18243547,"Upcerne Road, West Chelsea",2,29,27,False,300075,2013-11-29,
723,570,True,51.503083,false,-0.017676,"Upper Bank Street, Canary Wharf",2,36,33,False,200099,2012-03-03,
724,389,True,51.51013066,false,-0.155757901,"Upper Grosvenor Street, Mayfair",3,18,15,False,10621,2011-02-10,
725,705,True,51.45971528,false,-0.212145939,"Upper Richmond Road, Putney",12,25,13,True,300042,2013-11-14,2018-10-18
726,675,True,51.46348914,false,-0.182126248,"Usk Road, Clapham Junction",17,30,13,False,200126,2013-11-01,
727,146,True,51.48836528,false,-0.129361842,"Vauxhall Bridge , Pimlico",4,35,31,False,1046,2010-07-15,
728,74,True,51.48591714,false,-0.124469948,"Vauxhall Cross, Vauxhall",16,17,1,False,1000,2010-07-12,
729,352,True,51.486965,false,-0.116625,"Vauxhall Street, Vauxhall",13,19,6,False,1224,2010-10-11,
730,437,True,51.488124,false,-0.120903,"Vauxhall Walk, Vauxhall",19,27,8,False,200056,2012-01-05,
731,633,True,51.48959104,false,-0.209378594,"Vereker Road, West Kensington",9,32,21,False,200116,2013-10-10,
732,701,True,51.47287627,false,-0.176267008,"Vicarage Crescent, Battersea",18,30,12,False,200077,2013-11-13,
733,103,True,51.50472376,false,-0.192538767,"Vicarage Gate, Kensington",13,18,5,False,3441,2010-07-14,
734,781,True,51.495898,false,-0.173009,"Victoria & Albert Museum, South Kensington",11,30,18,False,300032,2015-11-02,
735,719,True,51.53642464,false,-0.054162264,"Victoria Park Road, Hackney Central",26,34,8,False,300011,2013-11-20,
736,794,True,51.461376,false,-0.14780467,"Victoria Rise, Clapham Common",11,23,12,False,300204,2016-02-25,
737,820,True,51.492807,false,-0.091938,"Victory Place, Walworth",8,24,16,False,300239,2016-12-15,
738,299,True,51.49398524,false,-0.136928582,"Vincent Square, Westminster",14,19,5,False,1196,2010-07-22,
739,426,True,51.493072,false,-0.129925,"Vincent Street, Pimlico",10,17,7,False,22161,2011-07-12,
740,442,True,51.510101,false,-0.211358,"Walmer Road, Avondale",17,24,6,False,200035,2012-01-07,
741,91,True,51.49368637,false,-0.111014912,"Walnut Tree Walk, Vauxhall",20,20,0,False,1076,2010-07-13,
742,725,True,51.491327,false,-0.096518684,"Walworth Square, Walworth",20,24,3,False,300050,2019-07-17,
743,612,True,51.46925984,false,-0.141812513,"Wandsworth Rd, Isley Court, Wandsworth Road",19,30,11,False,200175,2013-09-27,
744,621,True,51.46086446,false,-0.187427294,"Wandsworth Town Station, Wandsworth",19,33,13,False,200091,2013-10-04,
745,134,True,51.504904,false,-0.06797,"Wapping High Street, Wapping",15,20,5,False,1039,2010-07-15,
746,458,True,51.504749,false,-0.057544,"Wapping Lane, Wapping",24,28,4,False,200034,2012-01-11,
747,192,True,51.51251523,false,-0.133201961,"Wardour Street, Soho",2,16,14,False,1163,2010-07-17,
748,239,True,51.52443845,false,-0.138019439,"Warren Street Station, Euston",9,26,15,False,1090,2010-07-20,
749,47,True,51.52334476,false,-0.183846408,"Warwick Avenue Station, Maida Vale",19,19,0,False,1027,2010-07-10,
750,274,True,51.49671237,false,-0.20528437,"Warwick Road, Olympia",26,36,10,False,1134,2010-07-21,
751,316,True,51.497998,false,-0.14296064,"Warwick Row, Westminster",15,21,6,False,968,2010-07-23,2018-10-18
752,178,True,51.48985626,false,-0.141923621,"Warwick Square, Pimlico",11,19,8,False,3460,2010-07-16,
753,377,True,51.50535447,false,-0.113656543,"Waterloo Bridge, South Bank",8,15,7,False,2648,2011-01-17,
754,160,True,51.50663341,false,-0.131773845,"Waterloo Place, St. James's",3,20,15,False,3458,2010-07-16,
755,173,True,51.50486,false,-0.113001,"Waterloo Road, South Bank",5,15,10,False,1176,2010-07-16,
756,374,True,51.50402794,false,-0.11386436,"Waterloo Station 1, Waterloo",24,36,12,False,2696,2010-12-07,
757,361,True,51.50391973,false,-0.11342629,"Waterloo Station 2, Waterloo",31,55,24,False,2692,2010-12-09,
758,154,True,51.50379168,false,-0.11282408,"Waterloo Station 3, Waterloo",16,35,19,False,1072,,
759,513,True,51.5142228,false,-0.055656,"Watney Market, Stepney",40,51,11,False,200162,,
760,552,True,51.511542,false,-0.056667,"Watney Street, Shadwell",17,27,10,False,200149,,
761,80,True,51.50069361,false,-0.102091246,"Webber Street , Southwark",28,45,17,False,3448,2010-07-12,
762,213,True,51.50274025,false,-0.149569201,"Wellington Arch, Hyde Park",33,36,3,False,1109,2010-07-19,
763,110,True,51.53304322,false,-0.172528678,"Wellington Road, St. John's Wood",9,17,7,False,1055,2010-07-14,
764,533,True,51.528222,false,-0.069743,"Wellington Row, Bethnal Green",20,33,13,False,200165,,
765,338,True,51.51175646,false,-0.119643424,"Wellington Street , Strand",13,24,10,False,1202,2010-07-26,
766,313,True,51.51734403,false,-0.138072691,"Wells Street, Fitzrovia",2,38,36,False,3495,2010-07-23,
767,721,True,51.53603947,false,-0.026262677,"Wendon Street, Old Ford",4,18,14,False,300039,2013-11-21,
